Class,Dendrogram,k,Bk,Null_Median,Null_Lower,Null_Upper,Type
No human infections,SHAP-based,52,0.3733134984881393,0.04634899016288895,0,0.05700300543271122,Significant
No human infections,SHAP-based,53,0.37710867488021776,0.04561009589180325,0,0.05624621654336599,Significant
No human infections,SHAP-based,54,0.381949205818639,0.0425830521782847,0,0.05269849981441068,Significant
No human infections,SHAP-based,55,0.3807830364570876,0.04246893852043702,0,0.05505332195883179,Significant
No human infections,SHAP-based,56,0.36766957405163675,0.04185287658512868,0,0.056877291138453176,Significant
No human infections,SHAP-based,57,0.3657938896018145,0.04180311710747481,0,0.06070983692918988,Significant
No human infections,SHAP-based,58,0.3607508604166435,0.04128995355196068,0,0.05281896655672893,Significant
No human infections,SHAP-based,59,0.3647535882732674,0.0403912569596899,0,0.0499756230179214,Significant
No human infections,SHAP-based,60,0.36454542322590594,0.040489796630889405,0,0.05180036283331402,Significant
No human infections,SHAP-based,61,0.3635763484237662,0.04029041985180162,0,0.05162211648573218,Significant
No human infections,SHAP-based,62,0.3651712564492097,0.04001876783005038,0,0.05084294663481371,Significant
No human infections,SHAP-based,63,0.3755980849022486,0.038731765984973125,0,0.05237952136239446,Significant
No human infections,SHAP-based,64,0.38031451287029144,0.037973031238969196,0,0.04902329739242137,Significant
No human infections,SHAP-based,65,0.3804271703164477,0.03810133446928983,0,0.04961614043707625,Significant
No human infections,SHAP-based,66,0.3786881810509447,0.037751304317336226,0,0.05286096628264335,Significant
No human infections,SHAP-based,67,0.37973244244791043,0.037560811801480666,0,0.04757702828187551,Significant
No human infections,SHAP-based,68,0.3787674685965846,0.03734327155177595,0,0.0501727564337227,Significant
No human infections,SHAP-based,69,0.38097821554309275,0.03721599673214205,0,0.04942116684568219,Significant
No human infections,SHAP-based,70,0.3824403608990624,0.03692320595807275,0,0.0468167032338503,Significant
No human infections,SHAP-based,71,0.3833852418086145,0.03625176303156546,0,0.047014695333596555,Significant
No human infections,SHAP-based,72,0.3751373945907492,0.0359108516596732,0,0.04715916964938219,Significant
No human infections,SHAP-based,73,0.3726878998652854,0.03575203690568145,0,0.04618456898692762,Significant
No human infections,SHAP-based,74,0.3732728409099621,0.03589759627402216,0,0.04743405142215592,Significant
No human infections,SHAP-based,75,0.3719486763303393,0.034973573123818436,0,0.04662864916516388,Significant
No human infections,SHAP-based,76,0.3730108779674105,0.034959882964714896,0,0.0485077272617093,Significant
No human infections,SHAP-based,77,0.36809989452762004,0.03340319584652444,0,0.04368964157251271,Significant
No human infections,SHAP-based,78,0.3682976018320845,0.032756422651425025,0,0.04343454040624779,Significant
No human infections,SHAP-based,79,0.36741918479785285,0.03256476301456608,0,0.043005393833975274,Significant
No human infections,SHAP-based,80,0.3633948209369428,0.03227124531702657,0,0.04269856286646745,Significant
No human infections,SHAP-based,81,0.3637160747415049,0.03203181340053026,0,0.04557526432120193,Significant
No human infections,SHAP-based,82,0.37105913221354764,0.031536512420611645,0,0.05179839838262318,Significant
No human infections,SHAP-based,83,0.3704325562335509,0.03157496550752648,0,0.03980576187706151,Significant
No human infections,SHAP-based,84,0.36824176139090997,0.03104363686144299,0,0.04048432712394163,Significant
No human infections,SHAP-based,85,0.3885056024830362,0.029228071706100433,0,0.03920660679243136,Significant
No human infections,SHAP-based,86,0.3893540069775811,0.02893975993182999,0,0.04174117843455864,Significant
No human infections,SHAP-based,87,0.3892689560331004,0.029047069865994726,0,0.040587300583871305,Significant
No human infections,SHAP-based,88,0.3941453182816807,0.02872156922978274,0,0.03873064336430578,Significant
No human infections,SHAP-based,89,0.3948128427124914,0.0285758187487623,0,0.041468287687357566,Significant
No human infections,SHAP-based,90,0.396441782508295,0.028498523016352077,0,0.04002815636201034,Significant
No human infections,SHAP-based,91,0.397471060752286,0.028236720645451,0,0.039576585792326764,Significant
No human infections,SHAP-based,92,0.39805293776561884,0.028081682338669704,0,0.03943814845984224,Significant
No human infections,SHAP-based,93,0.39666441555117676,0.02817834645991966,0,0.036815185122627936,Significant
No human infections,SHAP-based,94,0.3973495349726052,0.02802962442429704,0,0.037685079011561706,Significant
No human infections,SHAP-based,95,0.4010515120056217,0.027762031956564452,0,0.03813089029797258,Significant
No human infections,SHAP-based,96,0.39613314446396675,0.027651175486103897,0,0.037034620019343115,Significant
No human infections,SHAP-based,97,0.3926891347291418,0.027242051998167597,0,0.03702722988580211,Significant
No human infections,SHAP-based,98,0.3866263679768251,0.027181497014110472,0,0.03708659487505023,Significant
No human infections,SHAP-based,99,0.3828063935154602,0.027256140664756467,0,0.03654372774969792,Significant
No human infections,SHAP-based,100,0.3835920464405069,0.027312079820950012,0,0.03683983481324896,Significant
No human infections,SHAP-based,101,0.3879892502841475,0.02680053269762974,0,0.03684982242417473,Significant
No human infections,SHAP-based,102,0.3899315098892546,0.026562657405973706,0,0.03759279102864066,Significant
No human infections,SHAP-based,103,0.38977651511573347,0.02644687178491245,0,0.03629417458999066,Significant
No human infections,SHAP-based,104,0.39392544003592245,0.026120123517206717,0,0.03601093857481306,Significant
No human infections,SHAP-based,105,0.39422752696726626,0.025927632501351203,0,0.03646359719487977,Significant
No human infections,SHAP-based,106,0.395173237052236,0.025776798751116204,0,0.03628383988315705,Significant
No human infections,SHAP-based,107,0.3971356400592411,0.025718444040533694,0,0.038432262973100983,Significant
No human infections,SHAP-based,108,0.3976785302847219,0.025968214875580868,0,0.037306321753815944,Significant
No human infections,SHAP-based,109,0.39849413877025314,0.02545874844336214,0,0.034465446459788315,Significant
No human infections,SHAP-based,110,0.40004298584262243,0.024168304668282712,0,0.03758836693060755,Significant
No human infections,SHAP-based,111,0.3975586846860596,0.023793459920199964,0,0.03532001404919421,Significant
No human infections,SHAP-based,112,0.3986337816959798,0.02377815539940932,0,0.03461613873355227,Significant
No human infections,SHAP-based,113,0.3971174322683909,0.023607334113659492,0,0.03353904977643388,Significant
No human infections,SHAP-based,114,0.3976554008426765,0.02340526196837413,0,0.03465550381015195,Significant
No human infections,SHAP-based,115,0.39850818907763397,0.022263027322772848,0,0.03141560522213502,Significant
No human infections,SHAP-based,116,0.40133819205914145,0.022199564383631815,0,0.03267576330624458,Significant
No human infections,SHAP-based,117,0.4139676867689085,0.020711661044243018,0,0.031616389805544584,Significant
No human infections,SHAP-based,118,0.4256075683482141,0.020202026977400797,0,0.029733888008272993,Significant
No human infections,SHAP-based,119,0.4325306451007878,0.019988579234439488,0,0.029841608306560057,Significant
No human infections,SHAP-based,120,0.4364383182125927,0.01967204267539053,0,0.030865544697435833,Significant
No human infections,SHAP-based,121,0.43796591929168416,0.019610414296642575,0,0.0304776411134314,Significant
No human infections,SHAP-based,122,0.44046412648615235,0.019461702794709785,0,0.028047748145317044,Significant
No human infections,SHAP-based,123,0.4478759337237213,0.01878378752183366,0,0.03105568597130982,Significant
No human infections,SHAP-based,124,0.4286356234994223,0.01768872138243747,0,0.02650629479397353,Significant
No human infections,SHAP-based,125,0.42685057024933326,0.017493875829890707,0,0.027138269285558098,Significant
No human infections,SHAP-based,126,0.4262239672060898,0.017292332253289893,0,0.02585702771439509,Significant
No human infections,SHAP-based,127,0.421082330967997,0.017062204542281224,0,0.024117328011608593,Significant
No human infections,SHAP-based,128,0.4090540909334908,0.016962370596923064,0,0.02881044357355259,Significant
No human infections,SHAP-based,129,0.41465066466426337,0.016612606757382346,0,0.024254405865778227,Significant
No human infections,SHAP-based,130,0.4137149575545202,0.016357757794577404,0,0.024819622661635725,Significant
No human infections,SHAP-based,131,0.4146699862835332,0.016187283517712675,0,0.02476833307833142,Significant
No human infections,SHAP-based,132,0.4170632541860781,0.01593431037588006,0,0.023555067512170524,Significant
No human infections,SHAP-based,133,0.40949835384488936,0.01604508030397352,0,0.024357265719733522,Significant
No human infections,SHAP-based,134,0.4020803373761005,0.015601000744751695,0,0.022692364719638827,Significant
No human infections,SHAP-based,135,0.40905507129600427,0.01521728343173798,0,0.023820695537356888,Significant
No human infections,SHAP-based,136,0.4147448752032452,0.015061594227930075,0,0.02381583012766291,Significant
No human infections,SHAP-based,137,0.41459673836076344,0.01508293369369237,0,0.025470571176816108,Significant
No human infections,SHAP-based,138,0.4142341788955492,0.015109965600282488,0,0.02244942694400658,Significant
No human infections,SHAP-based,139,0.414691448960659,0.014957311053585538,0,0.023836563854608618,Significant
No human infections,SHAP-based,140,0.4093484559933645,0.014659862060368425,0,0.023241666557864363,Significant
No human infections,SHAP-based,141,0.4076574585414433,0.014693753126724851,0,0.022886683086676938,Significant
No human infections,SHAP-based,142,0.4074558201871619,0.014754667583379124,0,0.023077813399644268,Significant
No human infections,SHAP-based,143,0.40799540737816364,0.01440875974012102,0,0.022275027123665754,Significant
No human infections,SHAP-based,144,0.4086351344876366,0.014471700941780234,0,0.022817757565028643,Significant
No human infections,SHAP-based,145,0.41006654877666393,0.014153416329045303,0,0.02215399648911161,Significant
No human infections,SHAP-based,146,0.4168153366115568,0.014129333444459553,0,0.021978963135825973,Significant
No human infections,SHAP-based,147,0.41918031983750254,0.013867023813149896,0,0.02291244005946602,Significant
No human infections,SHAP-based,148,0.42171527127500313,0.013342860931999139,0,0.022573852609659512,Significant
No human infections,SHAP-based,149,0.421482828556615,0.013609523818364281,0,0.021857720071918392,Significant
No human infections,SHAP-based,150,0.4188387633943188,0.013362752172101896,0,0.022443404455267508,Significant
No human infections,SHAP-based,151,0.4179572506622386,0.012982640050630658,0,0.020904226223809816,Significant
No human infections,SHAP-based,152,0.41615915436393097,0.013004973573872843,0,0.022475940486364122,Significant
No human infections,SHAP-based,153,0.41566929255800467,0.013015907140705198,0,0.021413266586321453,Significant
No human infections,SHAP-based,154,0.39293640323021095,0.01277149739643156,0,0.022490773154187862,Significant
No human infections,SHAP-based,155,0.3915671459926427,0.012782387790837084,0,0.02332597689155116,Significant
No human infections,SHAP-based,156,0.3855914856784596,0.012838784206829953,0,0.021753347156010284,Significant
No human infections,SHAP-based,157,0.38296528915294187,0.012894454180233734,0,0.02098804109355515,Significant
No human infections,SHAP-based,158,0.38174538333309344,0.012911343291987377,0,0.02180329115779671,Significant
No human infections,SHAP-based,159,0.38171599844772885,0.012924920940668019,0,0.022724417521328415,Significant
No human infections,SHAP-based,160,0.3830718742235567,0.012985487261815481,0,0.022398054815432944,Significant
No human infections,SHAP-based,161,0.3890164383797751,0.01230786471710023,0,0.02142693124377704,Significant
No human infections,SHAP-based,162,0.3898931899444291,0.012776161026427622,0,0.021990502487267898,Significant
No human infections,SHAP-based,163,0.3926842826603716,0.012423909507898762,0,0.022516377326461976,Significant
No human infections,SHAP-based,164,0.39304691581203,0.012449449822100498,0,0.021711124865293096,Significant
No human infections,SHAP-based,165,0.3922011048661026,0.012479126063921446,0,0.02168728643847099,Significant
No human infections,SHAP-based,166,0.3913818456319059,0.012495657557233027,0,0.021716016273306174,Significant
No human infections,SHAP-based,167,0.3920427375627314,0.012083509034467747,0,0.024758466439206907,Significant
No human infections,SHAP-based,168,0.3936571765597065,0.012133269140538899,0,0.02055716680582594,Significant
No human infections,SHAP-based,169,0.40074859336635477,0.012031712964809727,0,0.022478930884446267,Significant
No human infections,SHAP-based,170,0.39652381655076396,0.01131578073391003,0,0.019291140753787073,Significant
No human infections,SHAP-based,171,0.3969002622122449,0.011812507803935859,0,0.02031751342276968,Significant
No human infections,SHAP-based,172,0.3981344926140689,0.011375271217544827,0,0.01939256011850405,Significant
No human infections,SHAP-based,173,0.39832424704771713,0.011407854330722209,0,0.020318142307777405,Significant
No human infections,SHAP-based,174,0.39669945644627186,0.011429516152113474,0,0.022616712978336253,Significant
No human infections,SHAP-based,175,0.39698429114508044,0.011437722674047935,0,0.019062871123413226,Significant
No human infections,SHAP-based,176,0.39764167837927383,0.011456663002524096,0,0.02187763913104378,Significant
No human infections,SHAP-based,177,0.39918444512070844,0.011501112464462188,0,0.020086307270675247,Significant
No human infections,SHAP-based,178,0.39947310830395294,0.011509429290870194,0,0.020458385093205425,Significant
No human infections,SHAP-based,179,0.3993666634098158,0.011547951713054914,0,0.02012730539766677,Significant
No human infections,SHAP-based,180,0.4014882337835118,0.011193005305479722,0,0.020398130555248264,Significant
No human infections,SHAP-based,181,0.40414532600213554,0.011308202552371189,0,0.018683117260439357,Significant
No human infections,SHAP-based,182,0.40505902343298916,0.011333768295570257,0,0.02061286754581005,Significant
No human infections,SHAP-based,183,0.40506800371528373,0.010854441025257299,0,0.019241963635683392,Significant
No human infections,SHAP-based,184,0.40546824087725797,0.011359037198753877,0,0.024484146007448946,Significant
No human infections,SHAP-based,185,0.4057663489364551,0.011367388581654649,0,0.02026360573251481,Significant
No human infections,SHAP-based,186,0.4050785727967369,0.01090786854532217,0,0.021277877651916605,Significant
No human infections,SHAP-based,187,0.40310178741847336,0.010921476999022676,0,0.02031156199053072,Significant
No human infections,SHAP-based,188,0.39991502918672567,0.01119165193619568,0,0.020891083614231937,Significant
No human infections,SHAP-based,189,0.4006887254196964,0.010977773299169765,0,0.019917271118393712,Significant
No human infections,SHAP-based,190,0.4046761561986677,0.011114700919314218,0,0.018692906091573914,Significant
No human infections,SHAP-based,191,0.40367508440395533,0.01063635730549945,0,0.019624375901236772,Significant
No human infections,SHAP-based,192,0.3843983689705132,0.010777524363659249,0,0.01988483306101715,Significant
No human infections,SHAP-based,193,0.38396310564358016,0.01079414353214884,0,0.02000267633661248,Significant
No human infections,SHAP-based,194,0.3835263962316338,0.010810811168945384,0,0.019003962146247676,Significant
No human infections,SHAP-based,195,0.38411973333709887,0.010827536107488694,0,0.01954895931192841,Significant
No human infections,SHAP-based,196,0.3840993270996799,0.010325250728486019,0,0.019915331334007733,Significant
No human infections,SHAP-based,197,0.3851950364622501,0.010872440545305447,0,0.019586127211136686,Significant
No human infections,SHAP-based,198,0.3898591484839208,0.01010548952413983,0,0.01857027051545094,Significant
No human infections,SHAP-based,199,0.389102906857243,0.010113481847178682,0,0.019117246061058874,Significant
No human infections,SHAP-based,200,0.38611208230913513,0.010132775640709347,0,0.019198943319238763,Significant
No human infections,SHAP-based,201,0.38609699504751854,0.01014639406072317,0,0.020736233866696898,Significant
No human infections,SHAP-based,202,0.38576908355534806,0.010151817988298633,0,0.01914440014358435,Significant
No human infections,SHAP-based,203,0.38605693684311804,0.010215991364929308,0,0.019848700835244912,Significant
No human infections,SHAP-based,204,0.3854964150686734,0.01022965347249273,0,0.018798439383833996,Significant
No human infections,SHAP-based,205,0.3850484798548944,0.010260758930214577,0,0.018855600074864528,Significant
No human infections,SHAP-based,206,0.3837433092682597,0.010269187149432302,0,0.0193657360843833,Significant
No human infections,SHAP-based,207,0.38699282172122634,0.010370752627226094,0,0.020695216353216344,Significant
No human infections,SHAP-based,208,0.381953188370427,0.009863927389767125,0,0.020684428722732517,Significant
No human infections,SHAP-based,209,0.380298225433148,0.009877875985276572,0,0.021215911114499948,Significant
No human infections,SHAP-based,210,0.38046073247270634,0.009968403470900604,0,0.01928907697093683,Significant
No human infections,SHAP-based,211,0.3764102374065778,0.009993192143537465,0,0.018876029604459655,Significant
No human infections,SHAP-based,212,0.37680577595247267,0.00954649506884059,0,0.017922250237573007,Significant
No human infections,SHAP-based,213,0.3778019484137561,0.009614720244062656,0,0.020312620870759343,Significant
No human infections,SHAP-based,214,0.376983916854812,0.009622712592390096,0,0.020233499882859177,Significant
No human infections,SHAP-based,215,0.3715319023820137,0.009657557095556933,0,0.019170583587821123,Significant
No human infections,SHAP-based,216,0.3718573887237558,0.009666017749700074,0,0.020372775910460866,Significant
No human infections,SHAP-based,217,0.3700205208123765,0.009677459775092925,0,0.018689104905317958,Significant
No human infections,SHAP-based,218,0.36928802483833617,0.009688111762734129,0,0.018613017437537956,Significant
No human infections,SHAP-based,219,0.36708340561180053,0.00970516002395118,0,0.019884383142650574,Significant
No human infections,SHAP-based,220,0.36672245322094243,0.009710719166286639,0,0.0199442150395129,Significant
No human infections,SHAP-based,221,0.3634141124187739,0.009729196710423868,0,0.018313782043150813,Significant
No human infections,SHAP-based,222,0.3587203023270728,0.009757192223296381,0,0.01836647947914613,Significant
No human infections,SHAP-based,223,0.35702587851501155,0.009773655289460864,0,0.018972389679541676,Significant
No human infections,SHAP-based,224,0.355696310894545,0.009208965977852299,0,0.018895871817734188,Significant
No human infections,SHAP-based,225,0.3536647021526662,0.00923105258473517,0,0.018941191313272692,Significant
No human infections,SHAP-based,226,0.35362196540852175,0.009822832372458937,0,0.01949866070706568,Significant
No human infections,SHAP-based,227,0.34831587663203817,0.009335098871210402,0,0.019204162624267756,Significant
No human infections,SHAP-based,228,0.34860847728694755,0.009358616839918055,0,0.02027356053801928,Significant
No human infections,SHAP-based,229,0.3469398097787454,0.009376751615641768,0,0.020362545450641992,Significant
No human infections,SHAP-based,230,0.34645598710590775,0.009395416599482245,0,0.01869123619999495,Significant
No human infections,SHAP-based,231,0.3464647139698733,0.009117492472891401,0,0.01872344165956675,Significant
No human infections,SHAP-based,232,0.3468222668220477,0.009437340593797217,0,0.01705515911714662,Significant
No human infections,SHAP-based,233,0.34708769462689376,0.009460652664446848,0,0.01936216331038678,Significant
No human infections,SHAP-based,234,0.3517296439551853,0.00958717939230488,0,0.01797596136057165,Significant
No human infections,SHAP-based,235,0.34958464242385984,0.009025421060856968,0,0.01965182003756835,Significant
No human infections,SHAP-based,236,0.3512789160423086,0.009084799552818327,0,0.024718366837615097,Significant
No human infections,SHAP-based,237,0.34952747546152246,0.009118108055517977,0,0.016412594499932362,Significant
No human infections,SHAP-based,238,0.3482788734441967,0.00914918231464615,0,0.018194912075445803,Significant
No human infections,SHAP-based,239,0.34881644460647493,0.00859758842339903,0,0.01714309710610571,Significant
No human infections,SHAP-based,240,0.35085491688062015,0.00866308436742272,0,0.01778753103171092,Significant
No human infections,SHAP-based,241,0.35053007069168635,0.008685700866696653,0,0.017371401733393306,Significant
No human infections,SHAP-based,242,0.3522382035436029,0.00877461717012534,0,0.01806968853111991,Significant
No human infections,SHAP-based,243,0.3364780286790095,0.008253234665711554,0,0.022424395361019603,Significant
No human infections,SHAP-based,244,0.33887405689234873,0.00831200516905761,0,0.020297651750269517,Significant
No human infections,SHAP-based,245,0.33895013424537385,0.008345363153768675,0,0.01540682428388063,Significant
No human infections,SHAP-based,246,0.34040366510178477,0.008413018339017494,0,0.01682603667803499,Significant
No human infections,SHAP-based,247,0.33942836032718826,0.008420932603537113,0,0.016786931736583566,Significant
No human infections,SHAP-based,248,0.33782814071690426,0.008429492954548475,0,0.017452419130613087,Significant
No human infections,SHAP-based,249,0.3367455828068454,0.008467490476767873,0,0.016879743765431415,Significant
No human infections,SHAP-based,250,0.3330631190990229,0.008506523670505497,0,0.016902063703204528,Significant
No human infections,SHAP-based,251,0.3321232978865006,0.008549708658464371,0,0.01819166297576492,Significant
No human infections,SHAP-based,252,0.33582665802228195,0.007980039398549273,0,0.01856369649022592,Significant
No human infections,SHAP-based,253,0.3438345518632859,0.008186536949125854,0,0.016373073898251708,Significant
No human infections,SHAP-based,254,0.3410875697423101,0.00821897758415205,0,0.017749700734773038,Significant
No human infections,SHAP-based,255,0.3391928461538902,0.00823950233572203,0,0.017107400785489144,Significant
No human infections,SHAP-based,256,0.3375847962497711,0.008267382765300518,0,0.017223714094376077,Significant
No human infections,SHAP-based,257,0.3369807360941889,0.007941144395662238,0,0.019100717904038857,Significant
No human infections,SHAP-based,258,0.3370966363344201,0.00761409240180415,0,0.0172460544375823,Significant
No human infections,SHAP-based,259,0.32191509544439956,0.007731585261765055,0,0.01809583556832748,Significant
No human infections,SHAP-based,260,0.32219342568573234,0.007755202806439947,0,0.014805387175930808,Significant
No human infections,SHAP-based,261,0.32281869169593497,0.007770252972987494,0,0.021538555983604355,Significant
No human infections,SHAP-based,262,0.32183200062159084,0.007780553861181317,0,0.01756310823817909,Significant
No human infections,SHAP-based,263,0.3258301924217324,0.007208632575702045,0,0.01855904680353674,Significant
No human infections,SHAP-based,264,0.3351697585672932,0.007415260145294097,0,0.01841238050100852,Significant
No human infections,SHAP-based,265,0.3355515442069598,0.007440167277316182,0,0.017049288582393907,Significant
No human infections,SHAP-based,266,0.3341973175944582,0.00747645005804157,0,0.019185154748259905,Significant
No human infections,SHAP-based,267,0.33496991476299587,0.007493734111028991,0,0.01648621504426378,Significant
No human infections,SHAP-based,268,0.3308364192745532,0.0075190095289671185,0,0.017102427591001872,Significant
No human infections,SHAP-based,269,0.33034417364050833,0.0075421044210161724,0,0.019353628971158162,Significant
No human infections,SHAP-based,270,0.3300483563836219,0.006812924787735315,0,0.01658961965786202,Significant
No human infections,SHAP-based,271,0.33040629840944685,0.007578126110308414,0,0.015156252220616827,Significant
No human infections,SHAP-based,272,0.3292960869436138,0.006828720696987383,0,0.015933681626303892,Significant
No human infections,SHAP-based,273,0.3297026230739846,0.006837151169737009,0,0.020820163588908223,Significant
No human infections,SHAP-based,274,0.3304209787466524,0.006852047946359151,0,0.017510789196251163,Significant
No human infections,SHAP-based,275,0.33103835892575945,0.006864850761133261,0,0.01741413594982731,Significant
No human infections,SHAP-based,276,0.33140007527003096,0.00763594643479334,0,0.02055229891818341,Significant
No human infections,SHAP-based,277,0.33165805064234466,0.006877701511016364,0,0.016047970192371516,Significant
No human infections,SHAP-based,278,0.3322320832606096,0.006905516742137382,0,0.01681508307552277,Significant
No human infections,SHAP-based,279,0.33313009984012243,0.006940210413335884,0,0.019082174647412145,Significant
No human infections,SHAP-based,280,0.33391793745481674,0.006956623696975348,0,0.019061752598246624,Significant
No human infections,SHAP-based,281,0.33460344380687623,0.006970905079309922,0,0.02007248513032265,Significant
No human infections,SHAP-based,282,0.3353447060070202,0.00698634804181292,0,0.01552521787069538,Significant
No human infections,SHAP-based,283,0.3344809915864874,0.0070007649401822945,0,0.019248669895849314,Significant
No human infections,SHAP-based,284,0.33412755255148563,0.007009668934646551,0,0.01784754802761196,Significant
No human infections,SHAP-based,285,0.3349800556102781,0.007027553614201638,0,0.017826865913135325,Significant
No human infections,SHAP-based,286,0.3352473177012287,0.007033160511214587,0,0.018490007831803004,Significant
No human infections,SHAP-based,287,0.3338259263693405,0.00706925491135074,0,0.0196368191981965,Significant
No human infections,SHAP-based,288,0.33258899538204273,0.007093130233266314,0,0.017338762792428766,Significant
No human infections,SHAP-based,289,0.3332855093552676,0.0071079847966763225,0,0.01658529785891142,Significant
No human infections,SHAP-based,290,0.33420147354792223,0.007127519578036256,0,0.016563718177288682,Significant
No human infections,SHAP-based,291,0.3323242716399685,0.0063602731414348045,0,0.017355905789448726,Significant
No human infections,SHAP-based,292,0.3340353312880524,0.0064083516793870966,0,0.01755503478249414,Significant
No human infections,SHAP-based,293,0.3335074660311043,0.006413605115982775,0,0.016767725404084756,Significant
No human infections,SHAP-based,294,0.3305840379664196,0.006513971191456544,0,0.01709917437757343,Significant
No human infections,SHAP-based,295,0.32545685183936185,0.006558324470314597,0,0.015506498480475002,Significant
No human infections,SHAP-based,296,0.32098758012137674,0.006601286994784097,0,0.015608079047801173,Significant
No human infections,SHAP-based,297,0.3236599959213943,0.00665624670275361,0,0.01573802574866572,Significant
No human infections,SHAP-based,298,0.31974465681872116,0.006696223179449658,0,0.018272645853922152,Significant
No human infections,SHAP-based,299,0.31684468258258663,0.006741376225161418,0,0.017624649997150788,Significant
No human infections,SHAP-based,300,0.31432586087453473,0.00593067662027424,0,0.015250311309276617,Significant
No human infections,SHAP-based,301,0.3115185589236287,0.006007244937921214,0,0.019446980265685466,Significant
No human infections,SHAP-based,302,0.30816195020418735,0.0060423911804742625,0,0.017907563471475,Significant
No human infections,SHAP-based,303,0.3062342208488202,0.006072633274622497,0,0.019879368163774766,Significant
No human infections,SHAP-based,304,0.3101203088779056,0.006202406177558111,0,0.014987844498501119,Significant
No human infections,SHAP-based,305,0.3079159597224917,0.006229513636004168,0,0.015053348491678656,Significant
No human infections,SHAP-based,306,0.3057473757867948,0.006257987223706326,0,0.014303970797043031,Significant
