UniversalName,N,InfectsHumans,BagScore_Lower,BagScore_Upper,BagScore
Avian leukosis virus,100,False,0.2751976103916561,0.30703813530212587,0.28901815752705456
Avihepatovirus A,100,False,0.26488030700116155,0.381373415517108,0.3040374761921026
Avisivirus A,100,False,0.2644970971451943,0.34225455660235915,0.29634033152534867
Aydin virus,100,False,0.26192514919717585,0.3653692084880761,0.29634237089586035
Badu phasivirus,100,False,0.264106492602474,0.35453049894598065,0.2950177328037721
Bagaza virus,100,True,0.25921229024276304,0.47616554889870133,0.33679581881064
Ball python nidovirus 1,100,False,0.2674583748731379,0.3522203047682082,0.2948418495558034
Banzi virus,100,True,0.26683933842463076,0.49420313585029396,0.3832222932288831
Barley yellow striate mosaic cytorhabdovirus,100,False,0.2732744630158124,0.34169869642130557,0.2937904624807229
Barmah Forest virus,100,True,0.2757945823066643,0.5012469251969289,0.3704112893450092
Barur ledantevirus,100,False,0.23287029953724406,0.2906366420871992,0.2636954485119084
Bat coronavirus CDPHE15,100,False,0.25900267662700593,0.3191596176424709,0.28455737783602625
Bat coronavirus HKU10,100,False,0.25932471364873383,0.3285565701732398,0.28711521270923135
Bayou orthohantavirus,100,True,0.26144742465488735,0.3858501862885222,0.30474842819925563
Bebaru virus,100,True,0.26346764366370395,0.4969154168591493,0.3636163229626315
Beluga whale coronavirus SW1,100,False,0.26246446821469516,0.35132469036745817,0.2916891838358066
Berrimah ephemerovirus,100,False,0.2535195438366064,0.39858066823743304,0.32103289331801826
Bertioga orthobunyavirus,100,False,0.25606679050465214,0.3751375507527369,0.29207920196975096
Betacoronavirus 1,100,True,0.2576900500998067,0.33370529657101355,0.2852744855699088
Betapapillomavirus 2,100,True,0.2690412629712864,0.4942407310299015,0.363781910408171
Betapapillomavirus 3,100,True,0.2749065493581946,0.48059845954695224,0.34612057749387587
Betapapillomavirus 4,100,True,0.27275644451745157,0.4445220382039162,0.32649378993270634
Betapapillomavirus 5,100,True,0.2759329915989368,0.46230517440249774,0.3426436471048914
Bokeloh bat lyssavirus,100,True,0.26531529140622706,0.40222313750256256,0.3212005947878565
Bos taurus polyomavirus 1,100,False,0.2625650308668964,0.40968338755633954,0.3042454561987888
Bouboui virus,100,True,0.27977647934052713,0.48080813905553177,0.3790469643298509
Bovine alphaherpesvirus 1,100,False,0.2667309826156375,0.3506939735418749,0.29549732339245643
Bovine atadenovirus D,100,False,0.2563425592120971,0.38391789489301875,0.2970744355126858
Bovine fever ephemerovirus,100,False,0.25088333752881853,0.41579945898194165,0.3274888112122896
Bovine immunodeficiency virus,100,False,0.2614136560192149,0.3500577939596586,0.2963437319022718
Bovine leukemia virus,100,False,0.28632404810548184,0.358732326057301,0.31814581593389796
Bovine mastadenovirus A,100,False,0.2556672533322802,0.3614883160627129,0.2984382971592472
Bovine mastadenovirus B,100,False,0.26162753588422283,0.3685046553701429,0.3045325357378331
Bovine mastadenovirus C,100,False,0.26352163017548047,0.346952198713309,0.29222883872975164
Bovine orthopneumovirus,100,False,0.2691585864844752,0.38551757357667044,0.3103150741673705
Bovine respirovirus 3,100,False,0.2591592432859926,0.36634874604070355,0.2936869894638806
Bovine rhinitis A virus,100,False,0.2653725531561264,0.36438759945312416,0.3075599119155659
Bovine rhinitis B virus,100,False,0.26112277625615576,0.37859111035202664,0.29965790135058035
Bovine viral diarrhea virus 1,100,True,0.2662602670730817,0.286531123707216,0.27754578045768696
Bovine viral diarrhea virus 2,100,False,0.2603397815970585,0.3868112670330398,0.29863992168240117
Bowe orthohantavirus,100,False,0.26326729847350827,0.40454131605284915,0.31227219580225757
Bubaline alphaherpesvirus 1,100,False,0.2573222195596272,0.36619639152815486,0.29614628414372457
Bujaru phlebovirus,100,False,0.25794535937074464,0.41381829840639817,0.305900481940196
Bulbul coronavirus HKU11,100,False,0.25763995479829516,0.35732752756012887,0.291342289426697
Bundibugyo ebolavirus,100,True,0.2856135018516862,0.3483028275440355,0.30996308504907844
Bunyamwera orthobunyavirus,100,True,0.2537140424608948,0.32155529378886305,0.2800923521605154
Burana orthonairovirus,100,False,0.26595587149370326,0.37088287882958504,0.29949598104023517
Bwamba orthobunyavirus,100,True,0.25744759501717585,0.3684335045251955,0.2997406573598687
Cacipacore virus,100,True,0.2674163860198807,0.45038110534110914,0.3337475290574357
Camelpox virus,100,False,0.2539534769260295,0.38183595697082845,0.29344538692240535
Candiru phlebovirus,100,True,0.2646985448340885,0.3809082473649712,0.302672780078929
Canid alphaherpesvirus 1,100,False,0.25914974674627445,0.3655942162383785,0.30610513428535646
Canine morbillivirus,100,True,0.2589293066281629,0.36393771539531483,0.2960001486208899
Cano Delgadito orthohantavirus,100,False,0.26091079492338975,0.38651841598906284,0.29176772033283155
Capim orthobunyavirus,100,False,0.2567381216978853,0.3468279699325634,0.2842119904473219
Caprine arthritis encephalitis virus,100,False,0.26221838674504727,0.34408355629292425,0.29782672647721786
Cardiovirus A,100,True,0.25575001631705196,0.41342378494232607,0.2992911382647554
Cardiovirus B,100,True,0.2590031302368565,0.3736416876126644,0.3078062622981492
Cardiovirus C,100,False,0.2590863267965952,0.4026269450470247,0.2995808281935059
Carnivore amdoparvovirus 1,100,False,0.27326961167347563,0.2915601358961535,0.2811619140108107
Carnivore bocaparvovirus 1,100,False,0.27109514462092044,0.35410167935082715,0.29978384134036584
Carnivore protoparvovirus 1,100,False,0.264610975031366,0.3595010628427282,0.29548821760180216
Carp sprivivirus,100,False,0.24249792202800838,0.3066822682998167,0.2699957842448897
Caviid betaherpesvirus 2,100,False,0.26210674383214827,0.3518276868498474,0.30328482984116617
Cedar henipavirus,100,False,0.2638062252378599,0.3687525981377023,0.29963069384895885
Cercopithecine alphaherpesvirus 9,100,False,0.2579972021450033,0.35769055058765975,0.2950767125025446
Cercopithecine betaherpesvirus 5,100,False,0.26298502563411724,0.3904818453240416,0.30194403250804763
Cervid alphaherpesvirus 1,100,False,0.26005234719370607,0.3743972806287611,0.3016333119764499
Cervid alphaherpesvirus 2,100,False,0.25754757221169766,0.3620818224710214,0.2962411886365228
Cetacean morbillivirus,100,False,0.25878452706616417,0.35715150883749747,0.2931838331660701
Chandipura vesiculovirus,100,True,0.2434477556591928,0.33182488744758426,0.27570864810557755
Changuinola virus,100,True,0.26467470914540525,0.3540783255620391,0.2975465328147303
Chapare mammarenavirus,100,True,0.25527470317278894,0.3372199326897348,0.2864318960156737
Chenuda virus,100,False,0.2613681101086338,0.36107411595534256,0.29882535531592497
Chikungunya virus,100,True,0.2659924518438327,0.4609378620042841,0.33750772737088863
Chilibre phlebovirus,100,False,0.25543380194295007,0.43053083664199787,0.30402458598437865
Chinook salmon nidovirus 1,100,False,0.2682430290567247,0.29278889921775475,0.2800897621136061
Chobar Gorge virus,100,False,0.26738787187554675,0.35500537421249934,0.2973110264156546
Choclo orthohantavirus,100,True,0.25514534907756126,0.3559371994616745,0.29133678216306785
Classical swine fever virus,100,False,0.266487932552215,0.35940884073694623,0.2941989972162793
Cocal vesiculovirus,100,True,0.2419499489684018,0.30851288807424526,0.27349081269137443
Coffee ringspot dichorhavirus,100,False,0.2556944861184444,0.40002627196634366,0.30371018573435543
Colocasia bobone disease-associated cytorhabdovirus,100,False,0.27134787350737904,0.29196263826317725,0.28082321635512403
Colorado tick fever virus,100,True,0.1944858567729637,0.30095814449587843,0.27793736888070103
Common moorhen coronavirus HKU21,100,False,0.2564993210018076,0.3493194317210556,0.29541965206130644
Coronavirus HKU15,100,False,0.264953015457869,0.3766528385241644,0.301749575670609
Cosavirus B,100,True,0.25446567374497947,0.36826680186812755,0.2950734793507968
Cosavirus D,100,True,0.26002378589100805,0.3860779562278205,0.31000819105221006
Cowpox virus,100,True,0.25264485793978886,0.3282130333100747,0.28435817202688207
Crimean-Congo hemorrhagic fever orthonairovirus,100,True,0.2662764259060486,0.3567453069501121,0.30048900382594257
Cumuto goukovirus,100,False,0.2648494087729327,0.38143015174781747,0.3058623995132836
Cupixi mammarenavirus,100,False,0.25967320041391395,0.386111969270555,0.30373206502382977
Curionopolis curiovirus,100,False,0.23417075449602626,0.3020199979498624,0.26411287818262685
Cypovirus 1,100,False,0.2717370436836114,0.2907916160942686,0.28104337643439126
Cypovirus 14,100,False,0.2714761605420414,0.29110151800241757,0.2802536974639798
Cypovirus 15,100,False,0.2723662051497092,0.2904038494803812,0.2806052004239867
Cypovirus 2,100,False,0.27438000236785665,0.30447941207515516,0.28937924764691503
Cypovirus 5,100,False,0.2696143298270789,0.29204735990185704,0.28110753658097837
Dabieshan orthohantavirus,100,False,0.25759294258821763,0.34652585904727873,0.29233473530883763
DeBrazza’s monkey arterivirus,100,False,0.2696751405193968,0.2891455037280387,0.2806548677549431
Deltapapillomavirus 1,100,False,0.3067576204009111,0.49550334897016335,0.41105401224629995
Deltapapillomavirus 2,100,False,0.31315866548803484,0.5003159477037719,0.40469168430382924
Deltapapillomavirus 3,100,False,0.29666750596743663,0.5005382007576805,0.39081656816731186
Deltapapillomavirus 4,100,False,0.2975133313311792,0.4638984659425228,0.38795801021766557
Dengue virus,100,True,0.270515706046955,0.5024762257525147,0.3774657895831178
Dera Ghazi Khan orthonairovirus,100,False,0.2563941866461139,0.3640736597060362,0.2996330970976041
Dobrava-Belgrade orthohantavirus,100,True,0.26031269516236805,0.3281465454309019,0.29095099840877486
Drosophila affinis sigmavirus,100,False,0.2356738813622717,0.3028082065665738,0.26497197366171155
Drosophila ananassae sigmavirus,100,False,0.23772842921223764,0.30083833249873143,0.2671328647222879
Drosophila immigrans sigmavirus,100,False,0.23996709591764684,0.29848526388201296,0.26834431835067796
Drosophila obscura sigmavirus,100,False,0.2549897616207186,0.3970691620842406,0.31852939457471163
Drosophila X virus,100,False,0.27237816155988015,0.29135173512539947,0.2812699568694444
Duck picornavirus GL/12,100,False,0.2652369462278579,0.3825135947058558,0.2999336102533143
Dugbe orthonairovirus,100,True,0.26721711175071994,0.36663072049067436,0.3011908259355409
Durham tupavirus,100,False,0.24299788677084094,0.42059468275613765,0.31769598241477576
Duvenhage lyssavirus,100,True,0.2710989501044079,0.45721967646950945,0.34402347270517775
Eastern equine encephalitis virus,100,True,0.2649599658495281,0.4544148756623628,0.33043834696850743
Ectromelia virus,100,False,0.25604007822132346,0.34509675318079347,0.28713078230912914
Eggplant mottled dwarf nucleorhabdovirus,100,False,0.2702783476328616,0.29214645428318575,0.28052695876089956
Eilat virus,100,False,0.2687450159068808,0.42346224050667547,0.3268158977534706
Ekpoma 1 tibrovirus,100,True,0.24789728307159925,0.3167357731381606,0.27265798064922464
Elapid 1 bornavirus,100,False,0.26456782862708894,0.39475259196419277,0.3020662868430283
Entebbe bat virus,100,False,0.2679136977984215,0.49647922544104817,0.3740309798799009
Enterovirus A,100,True,0.26330440278789513,0.3763765529260765,0.29781640465206377
Enterovirus B,100,True,0.26360724398437857,0.36592944731343624,0.30070666856334916
Enterovirus C,100,True,0.2616593509151185,0.38677213859272086,0.3004306166246708
Enterovirus D,100,True,0.2637112521595316,0.362404556615846,0.3006403079835539
Enterovirus F,100,False,0.26563323014113693,0.4110437822435149,0.3108734632436728
Enterovirus G,100,False,0.26165703447188854,0.3631315381412433,0.29817633701181423
Enterovirus H,100,False,0.26701012810799674,0.3870717055502375,0.30530144398253367
Enterovirus I,100,False,0.2582963574541569,0.3721005583626866,0.29842155319615626
Enterovirus J,100,False,0.2592267362479655,0.3968549421031139,0.30607949764678694
Epizootic hemorrhagic disease virus,100,False,0.259985047527163,0.3558976951788524,0.2994220392345571
Epsilonpapillomavirus 1,100,False,0.28806532097306425,0.477886172705588,0.38555447845731033
Equid alphaherpesvirus 1,100,False,0.26293942880445265,0.36057437649851254,0.29683702751186286
Equid alphaherpesvirus 8,100,False,0.2630741003115984,0.3588067117962174,0.299168992276112
Equid alphaherpesvirus 9,100,False,0.26165260382189903,0.36198276264580564,0.2994377487509788
Equid gammaherpesvirus 2,100,False,0.2648756895196971,0.345703736898301,0.2966815957880252
Equid gammaherpesvirus 5,100,False,0.2598181975320192,0.3729270775214365,0.30142574767077635
Equine arteritis virus,100,False,0.27309344757319454,0.290954922412506,0.28151783032834454
Equine encephalosis virus,100,False,0.26096897407215625,0.37669941524339473,0.2986925819434788
Equine foamy virus,100,False,0.26747330461458446,0.4267264504082041,0.3168876159428152
Equine mastadenovirus A,100,False,0.2705226098209002,0.40531214617307676,0.310681955023666
Equine rhinitis A virus,100,False,0.26369493183013915,0.3923442234392007,0.29704265304113203
Equine torovirus,100,False,0.2696761785890033,0.28822578002127575,0.2800818356173187
Erbovirus A,100,False,0.2649057925284812,0.4042056905771926,0.30616597769652915
Eriocheir sinensis reovirus,100,False,0.1898533734342056,0.3101581670109308,0.2857627066491056
Estero Real orthobunyavirus,100,False,0.26401600331951547,0.4326323727037622,0.3091741698057237
Eubenangee virus,100,False,0.2592027288237829,0.35598372582274895,0.29642345603232134
European bat 1 lyssavirus,100,True,0.25589696504872617,0.3803567461480151,0.3012888220215062
European brown hare syndrome virus,100,False,0.27311868084012203,0.38602593002895247,0.31165406395771805
Everglades virus,100,True,0.26561058141347293,0.4462230001608052,0.31756495591397654
Eyach virus,100,False,0.27078952972145265,0.3969520309199672,0.3098432797939404
Felid alphaherpesvirus 1,100,False,0.2650441900641898,0.34604485216540315,0.29937851515999186
Feline calicivirus,100,False,0.2681983231522851,0.40705815335255,0.3030277191427292
Feline foamy virus,100,False,0.2658759584897274,0.4423042859468356,0.3229859512148414
Feline immunodeficiency virus,100,False,0.26579713856787085,0.3829626978076683,0.3041942411181371
Feline morbillivirus,100,False,0.2581201649038911,0.34925742608976384,0.29956980718911386
Fiji disease virus,100,False,0.27182888672952354,0.28826273312078854,0.2800632988924748
Flanders hapavirus,100,False,0.24288437216151917,0.2946669335829968,0.2672102200998692
Flexal mammarenavirus,100,True,0.25563201934405577,0.341779725087066,0.2891997707149417
Foot-and-mouth disease virus,100,True,0.26310152767750516,0.3890856094188902,0.3096741716895237
Fort Morgan virus,100,False,0.26722846924343946,0.4864884312142771,0.35339204960453313
Free State vervet virus,100,False,0.2714747127306347,0.29131829958847355,0.2811013874203538
Frijoles phlebovirus,100,False,0.26071296230351737,0.4674687212884825,0.3116472380898275
Fugong orthohantavirus,100,False,0.25801432965479315,0.34621049914317925,0.28925044658973575
Fukuoka ledantevirus,100,False,0.24236613815935337,0.2979125419340207,0.2677467470483147
Fusong orthohantavirus,100,False,0.2571808017831871,0.3644736649399477,0.2987836950678884
Gadgets Gully virus,100,False,0.26452740827833743,0.4835856773147451,0.3479665893503547
Gairo mammarenavirus,100,False,0.25532579981946757,0.39535725101572927,0.29670758188041435
Gallivirus A,100,False,0.2571416018800194,0.3736931402123171,0.30203297496953757
Gamboa orthobunyavirus,100,False,0.2606328066424134,0.40284428830361607,0.30438095889468364
Gammapapillomavirus 4,100,True,0.2644422043967623,0.45917691249637194,0.30938648822480525
Gammapapillomavirus 5,100,True,0.2747919857391952,0.48700955395016576,0.35366181191595863
Getah virus,100,True,0.26262290548977224,0.5015158044449569,0.34679456749580734
Ghanaian bat henipavirus,100,False,0.2618829670230615,0.34988273732514164,0.2971322309348072
Gibbon ape leukemia virus,100,False,0.2736971470180209,0.29103639374320955,0.2814341026155402
Gouleako goukovirus,100,False,0.26462906479186626,0.4398216148687777,0.31112244030870645
Ground squirrel hepatitis virus,100,False,0.2697149792252403,0.3824437291882729,0.30747761585899003
Guama orthobunyavirus,100,True,0.2602344591555351,0.34746265760009243,0.29039653362065243
Guanarito mammarenavirus,100,True,0.26264567052133286,0.34792927884354646,0.2882745170107332
Guaroa orthobunyavirus,100,True,0.2607851964020286,0.4016544347378973,0.3113625978367946
Hantaan orthohantavirus,100,True,0.2618396510141979,0.32924044786565554,0.29034924368142245
Hart Park hapavirus,100,False,0.2315462623458802,0.30822580532078236,0.2663769584307792
Hazara orthonairovirus,100,False,0.26621618689916615,0.40134325579929087,0.30913382900111247
Hedgehog coronavirus 1,100,False,0.2624015358393313,0.37677165118711164,0.29798945865457793
Hendra henipavirus,100,True,0.2607624618440024,0.3977653591908464,0.3064911040634187
Hepacivirus A,100,False,0.26444512036331536,0.36710514150956625,0.300903770226164
Hepacivirus B,100,False,0.2640025012272899,0.3599893838652601,0.29485701788851804
Hepacivirus D,100,False,0.2650401454436864,0.32651721967795977,0.2882354841032314
Hepacivirus E,100,False,0.27094583697048535,0.33547753012210374,0.29447143555327615
Hepacivirus H,100,False,0.2619229395664622,0.3507276510253845,0.29394961618894344
Hepacivirus I,100,False,0.2691399105202052,0.3472224439529006,0.2909160379650241
Hepacivirus J,100,False,0.26219945951845103,0.331958265243282,0.29284250675321377
Hepacivirus K,100,False,0.27145020765484074,0.34191494808691436,0.2917993959415483
Hepacivirus L,100,False,0.26453081246164645,0.3523615585868628,0.2965886143934189
Hepacivirus M,100,False,0.26569372485321147,0.330738194610271,0.2867927268538277
Hepacivirus N,100,False,0.26455539337268985,0.3475469074858289,0.2899312096441086
Hepatovirus A,100,True,0.2675458613927096,0.28823238162815,0.27916651396684034
Hepatovirus C,100,False,0.26564620064249445,0.34809602399893463,0.29390443151773815
Hepatovirus F,100,False,0.2639956060394314,0.3992139627536109,0.3077973161671316
Hepatovirus G,100,False,0.268219255180302,0.36142941617241675,0.29558961422725233
Hepatovirus H,100,False,0.2600113673514707,0.34765458568477814,0.2962629929364985
Hepatovirus I,100,False,0.2653448771327812,0.3719432687835403,0.2966026625108053
Herbert herbevirus,100,False,0.25686419389345,0.37267673675701457,0.2927691580981318
Hirame novirhabdovirus,100,False,0.26935602283104654,0.2895896189602893,0.28077752223455965
Hughes orthonairovirus,100,False,0.2607787214357411,0.3774100227435484,0.3014788306574533
Human alphaherpesvirus 2,100,True,0.2600533856217116,0.37668372786868287,0.2991336693554179
Human alphaherpesvirus 3,100,True,0.26329068821189894,0.3790196317604686,0.3009296290043299
Human betaherpesvirus 5,100,True,0.26122638785144964,0.360506969793002,0.2952099504033626
Human betaherpesvirus 7,100,True,0.262539803999541,0.35983983009006537,0.2964119139895991
Human coronavirus 229E,100,True,0.2653298105588284,0.37579139803466616,0.29466006544817847
Human coronavirus NL63,100,True,0.25863197585715375,0.327494183048886,0.28430374213144
Human gammaherpesvirus 4,100,True,0.2682167118632748,0.36087124840615004,0.30088450370014536
Human immunodeficiency virus 1,100,True,0.2683297936313675,0.35615498089631936,0.29590600478675994
Human mastadenovirus A,100,True,0.26535137342097803,0.3682113492476137,0.29782457223302117
Human mastadenovirus B,100,True,0.26353098021391486,0.3964769643157571,0.30145191996116066
Human mastadenovirus D,100,True,0.26465291752755005,0.38123513541404086,0.30634309867516935
Human mastadenovirus F,100,True,0.2609183634502714,0.4110484771180571,0.3008741307412277
Human metapneumovirus,100,True,0.2670332038204136,0.3464504878822225,0.2903087757173086
Human orthopneumovirus,100,True,0.26549232132778744,0.35481321157200785,0.2950947094500111
Human polyomavirus 2,100,True,0.2665357880734508,0.36651147421721914,0.2999149455773439
Human respirovirus 1,100,True,0.25498979450013404,0.3534845135933007,0.29251196391282297
Human rubulavirus 2,100,True,0.26427071010853254,0.38407119136621715,0.2997724083715798
Human rubulavirus 4,100,True,0.2576920540376947,0.3428178425172398,0.28874546545045116
Ikoma lyssavirus,100,True,0.2656515957391224,0.42756524558577996,0.33630314166274594
Imjin orthohantavirus,100,False,0.2628184382122894,0.368239291961306,0.2972870709234497
Infectious bursal disease virus,100,False,0.2720649375921378,0.2906447593296997,0.2808216051181603
Infectious salmon anemia virus,100,False,0.272493265025562,0.3045533446271954,0.28411633558159266
Influenza A virus,100,True,0.26859285106391906,0.3629853802235645,0.3034011337624838
Iotapapillomavirus 1,100,False,0.28993537206365816,0.4776671686484425,0.38500344228387706
Ippy mammarenavirus,100,False,0.2516556107598772,0.3965231959183421,0.2934449072141886
Iriri curiovirus,100,False,0.24026656819802805,0.2887696491315851,0.2664818392856178
Irkut lyssavirus,100,True,0.24969963486859081,0.3446306484306364,0.2857231871785431
Israel turkey meningoencephalomyelitis virus,100,False,0.2599623493991018,0.49059482068186666,0.3374552088545383
Itacaiunas curiovirus,100,False,0.2389398673735297,0.29878349962452,0.26165245473785054
Jeju orthohantavirus,100,False,0.262914991277487,0.3539146959242053,0.29902401286629576
Jembrana disease virus,100,False,0.2579137898424629,0.3722988826701544,0.29969652694687626
Joinjakaka hapavirus,100,False,0.23512213942919397,0.3092188273649814,0.2683669205327787
Jonchet orthojonvirus,100,False,0.2377253198910495,0.3093629806625743,0.28782622532276775
Jugra virus,100,False,0.27546056088990634,0.5015470072994629,0.37014877142741054
Junín mammarenavirus,100,True,0.2586267885728401,0.33789130505151477,0.2852314853476822
Jurona vesiculovirus,100,True,0.24801231303737797,0.3163723405860781,0.28085446338696207
Jutiapa virus,100,False,0.27381307723079057,0.5078149620454303,0.38463151824014824
Kairi orthobunyavirus,100,False,0.26185403990154466,0.40177354937473886,0.30723347980105586
Kappapapillomavirus 1,100,False,0.28937256095991515,0.47427529363713494,0.36698146626910816
Kern Canyon ledantevirus,100,False,0.246591825076032,0.2949272460123887,0.2680712607278483
Keterah orthonairovirus,100,False,0.2649906919679018,0.3876742681343247,0.30585872600104497
Keuraliba ledantevirus,100,False,0.24114803832845016,0.30367411498699426,0.2664831896345564
Khabarovsk orthohantavirus,100,False,0.26045175363680545,0.32644403309097947,0.2886004197420209
Khujand lyssavirus,100,True,0.25586167540818305,0.4125376225997895,0.30789617927208385
Kibale red colobus virus 1,100,False,0.2727896038046164,0.28986362104189856,0.28062360548557835
Kibale red colobus virus 2,100,False,0.2700791925524584,0.2888811824317238,0.28005496656648005
Kibale red-tailed guenon virus 1,100,False,0.27280905375887154,0.29104834483359054,0.28125564970516953
Kimberley ephemerovirus,100,False,0.24520117269811725,0.3098316640551829,0.27572975612541056
Klamath tupavirus,100,False,0.24320135687300332,0.3063981324781443,0.26315784203611275
Koala retrovirus,100,False,0.26965781142939527,0.2893378686903437,0.281171090169537
Kokobera virus,100,True,0.2754194974849542,0.49556447368194523,0.38448344595268713
Koolpinyah ephemerovirus,100,False,0.2663828621454703,0.3948515464597521,0.3195298019169362
Kotonkan ephemerovirus,100,False,0.24328050090398556,0.2980770123915898,0.2662229264881697
Koutango virus,100,True,0.26501825015787406,0.477614943482653,0.33641441917354253
Kyasanur Forest disease virus,100,True,0.26161501249954294,0.44603810806478716,0.33180029942816003
Lagos bat lyssavirus,100,True,0.25574234909080185,0.38390337284192255,0.30801299117622577
Laibin orthohantavirus,100,False,0.26673945672718563,0.3932522779496063,0.3040645202487454
Lambdapapillomavirus 1,100,False,0.2709577908194476,0.4509434890536298,0.33297096016076705
Lambdapapillomavirus 2,100,False,0.2715990901714994,0.4655405257580591,0.33979177741395766
Landjia hapavirus,100,False,0.24317671401317512,0.2990040276435749,0.266546926116152
Langat virus,100,True,0.2632714143734137,0.4583893903791123,0.32597014829832394
Latino mammarenavirus,100,False,0.2562143122592968,0.359343351697332,0.2905759225057665
Le Dantec ledantevirus,100,False,0.2412636276896209,0.29276472286683874,0.2661368432767612
